code,system
66U..11,readv2
8B64.00,readv2
T366 A,readv2
66U7.00,readv2
66U8.00,readv2
66U9.00,readv2
66UA.00,readv2
8B64.11,readv2
8B64.12,readv2
8B64000,readv2
66UB.00,readv2
66UC.00,readv2
66uc.00,readv2
66UH.00,readv2
66UI.00,readv2
66UJ.00,readv2
66UK.00,readv2
